gene	cluster	avg_log2FC	pct.1	pct.2	pct_diff	p_val	p_val_adj
Kcnq5	1	0.856976569036192	0.928	0.551	0.377	1.70970279338471e-143	5.51977546844252e-139
Pde7b	1	0.851756044082635	0.995	0.775	0.22	5.04556987295544e-156	1.62896223348367e-151
Dchs2	1	0.82360434349645	0.705	0.321	0.384	2.06191833286155e-162	6.65690333764352e-158
Zfp521	1	0.812616062363047	0.927	0.733	0.194	8.23864216275717e-136	2.65984562224615e-131
Mapk4	1	0.806087309823672	0.969	0.76	0.209	4.54091398951743e-147	1.4660340815157e-142
Htr1f	1	0.796135701905216	0.632	0.274	0.358	8.56408817727527e-133	2.76491586803332e-128
Vwc2	1	0.788854820007382	0.478	0.14	0.338	7.48660091912283e-149	2.41704910673881e-144
Has2os	1	0.784139774922547	0.389	0.08	0.309	3.50013582593907e-178	1.13001885140443e-173
Rorb	1	0.762195098920141	0.344	0.061	0.283	3.90687837965139e-180	1.26133568487045e-175
Adgrv1	1	0.761112725168805	0.811	0.528	0.283	1.6552585131424e-113	5.34400210968023e-109
Rreb1	1	0.756733732221516	0.795	0.414	0.381	9.51211655035141e-138	3.07098682828095e-133
Me3	1	0.748907199113896	0.82	0.514	0.306	6.18901022205503e-128	1.99812195019047e-123
Glra2	1	0.744731936194094	0.553	0.206	0.347	4.55167354585425e-143	1.46950780427904e-138
Fstl4	1	0.725374313285597	0.745	0.439	0.306	9.09416426252058e-96	2.93605093215477e-91
Hs3st4	1	0.720211458279913	0.68	0.297	0.383	8.21641756245149e-128	2.65267041003746e-123
Nhs	1	0.718521539699754	0.908	0.747	0.161	2.22172907562336e-105	7.17285232065001e-101
Pld5	1	0.715165367942481	0.992	0.876	0.116	6.10775151178873e-130	1.97188757558099e-125
Sema6a	1	0.704758310273675	0.855	0.668	0.187	3.11762215283977e-89	1.00652431204432e-84
4930522L14Rik	1	0.702093184599208	0.385	0.044	0.341	2.83870108980285e-280	9.16474646842851e-276
Sorcs3	1	0.700013391956397	0.739	0.431	0.308	9.11215999195195e-98	2.94186085340169e-93
Gas7	1	0.695783386633886	0.692	0.37	0.322	1.76462532529218e-108	5.69709286270581e-104
Col8a1	1	0.691834792489046	0.616	0.39	0.226	5.70075812736331e-59	1.84048976141925e-54
Epha3	1	0.682183406840507	0.793	0.556	0.237	8.85146524895498e-79	2.85769555562512e-74
Ust	1	0.679065031397653	0.841	0.608	0.233	1.19768683949067e-98	3.86673196129564e-94
Pdlim5	1	0.660148189539786	0.748	0.482	0.266	3.65468401914049e-95	1.17991473557951e-90
Klhl1	1	0.653349904332163	0.813	0.604	0.209	2.96498373316933e-82	9.57244998253718e-78
Deptor	1	0.649125439753249	0.903	0.771	0.132	1.22176807559274e-87	3.94447823205116e-83
Rasgrf1	1	0.639942522838174	0.842	0.508	0.334	9.4104332094966e-94	3.03815836168598e-89
Gfra1	1	0.634998376766206	0.755	0.426	0.329	3.47538025897986e-99	1.12202651661165e-94
Kcng3	1	0.625321967890022	0.71	0.419	0.291	1.56483664313445e-89	5.05207510235959e-85
Srrm4	1	0.621763393965544	0.681	0.394	0.287	4.00463894498622e-90	1.2928976833888e-85
Ptpro	1	0.619686686556441	0.938	0.827	0.111	1.72673790666814e-113	5.5747733316781e-109
Pcdh19	1	0.610355835132449	0.657	0.387	0.27	2.68695716707013e-78	8.67484121388593e-74
Diaph2	1	0.605942368520976	0.717	0.421	0.296	6.75863586489502e-85	2.18202558898136e-80
Lef1	1	0.605725433642838	0.737	0.42	0.317	3.40116908125825e-86	1.09806743788423e-81
Col11a1	1	0.592635185005276	0.331	0.086	0.245	2.32335844983029e-114	7.50096275527709e-110
Ntn1	1	0.584342407914389	0.495	0.17	0.325	9.45947639845978e-125	3.05399195524274e-120
Nptx1	1	0.583415223750182	0.623	0.301	0.322	9.66892250331585e-99	3.12161163019552e-94
Abca4	1	0.571263505841402	0.501	0.201	0.3	8.42031177728751e-111	2.71849765729727e-106
Nrp1	1	0.569096936258234	0.408	0.098	0.31	7.7514804248407e-150	2.50256545515982e-145
Slit2	1	0.562266759154728	0.893	0.727	0.166	1.7517921282143e-66	5.65566088593986e-62
Vmp1	1	0.558261301201877	0.786	0.65	0.136	2.607261260499e-47	8.41754297952102e-43
Phf24	1	0.552943284508781	0.76	0.558	0.202	8.89394088209926e-69	2.87140881378575e-64
Cacna2d3	1	0.550311834767574	0.928	0.827	0.101	8.95732918035557e-69	2.89187372587779e-64
Ankfn1	1	0.536564039632239	0.694	0.503	0.191	3.94688505610379e-50	1.27425184036311e-45
Csmd1	1	0.521866410064617	0.764	0.414	0.35	3.24493750852543e-97	1.04762807462743e-92
Inpp4b	1	0.519750269572077	0.717	0.466	0.251	4.52335443211663e-62	1.46036497840885e-57
Tmtc4	1	0.516519483200165	0.618	0.404	0.214	6.31434293928361e-53	2.03858561794771e-48
Cftr	1	0.51274851287794	0.633	0.422	0.211	1.05707280620473e-54	3.41275955483198e-50
Mccc2	1	0.51171872263567	0.698	0.484	0.214	3.19532136051452e-60	1.03160950124211e-55
Kalrn	1	0.510613680112555	0.889	0.76	0.129	2.62882914386599e-72	8.48717489097135e-68
Frmpd4	1	0.507398974600128	0.522	0.309	0.213	4.82906320314086e-42	1.55906305513403e-37
Sgms2	1	0.505754204942588	0.568	0.345	0.223	1.71174160167267e-59	5.52635776100022e-55
Galnt18	1	0.502245557650663	0.684	0.492	0.192	2.40284769965881e-47	7.75759379834847e-43
Slc4a4	1	0.48664119999164	0.484	0.229	0.255	2.44156017878182e-74	7.8825770371971e-70
Sdc2	1	0.477706768040109	0.543	0.333	0.21	7.57323443999268e-52	2.44501873895164e-47
Enpp2	1	0.477012729678429	0.624	0.388	0.236	3.007523453056e-56	9.70978946819131e-52
Cald1	1	0.473694587768437	0.531	0.293	0.238	3.44485260515782e-60	1.1121706635752e-55
Gng12	1	0.459646310064585	0.635	0.431	0.204	1.2265470494634e-47	3.9599071491926e-43
Vwc2l	1	0.454922920527514	0.504	0.266	0.238	3.80916627194809e-57	1.22978933089844e-52
5430403G16Rik	1	0.448771435920961	0.29	0.034	0.256	5.43097609149525e-203	1.75339063113924e-198
Slc6a6	1	0.447557075639507	0.764	0.601	0.163	4.27588045119154e-48	1.38046800366719e-43
Cntnap4	1	0.44349809948343	0.69	0.485	0.205	9.99965664066824e-49	3.22838914643974e-44
Mcu	1	0.443276201856885	0.793	0.643	0.15	9.90206143073141e-50	3.19688053291164e-45
Arhgef28	1	0.442218371626432	0.735	0.549	0.186	2.18638417647907e-50	7.05874131376267e-46
Plekhh2	1	0.439862933056761	0.565	0.393	0.172	1.81079984780608e-36	5.84616730864193e-32
Kcnt2	1	0.439367138096228	0.636	0.407	0.229	2.64335831614217e-51	8.534082323665e-47
Abhd12	1	0.434103392983577	0.682	0.513	0.169	6.07137948927669e-44	1.96014486811298e-39
Efcab6	1	0.433579648918182	0.358	0.138	0.22	2.24434721278981e-75	7.24587497649191e-71
Shroom3	1	0.432960783530935	0.334	0.131	0.203	5.863719101338e-60	1.89310171186697e-55
Trpc3	1	0.431886058247717	0.305	0.065	0.24	6.25093730484748e-130	2.01811510887001e-125
Epb41l5	1	0.429419636928228	0.676	0.506	0.17	2.25972530769129e-43	7.29552315588132e-39
Foxo1	1	0.428818396542193	0.333	0.085	0.248	1.11833565951277e-115	3.61054667673699e-111
Armh4	1	0.428022351538784	0.691	0.492	0.199	3.0975314745966e-46	1.00003803657351e-41
Nucb2	1	0.420234162537821	0.657	0.487	0.17	7.24772956541446e-39	2.33992949019406e-34
Tox	1	0.41905917297185	0.882	0.729	0.153	2.06432813571578e-46	6.66468338615841e-42
Lncppara	1	0.418956330531559	0.51	0.302	0.208	5.45723637381043e-51	1.7618687632847e-46
Snx24	1	0.412517527421334	0.765	0.607	0.158	2.20562354475211e-41	7.12085561423218e-37
Xylt1	1	0.412023755657582	0.856	0.715	0.141	8.7370582030334e-44	2.82075924084933e-39
Iqsec3	1	0.407979507764407	0.743	0.635	0.108	8.70973902633718e-31	2.81193924465296e-26
Lmo2	1	0.405792497665173	0.326	0.103	0.223	6.04286241917813e-89	1.95093813203166e-84
P3h2	1	0.403770228454592	0.54	0.312	0.228	3.52065098540695e-54	1.13664217063863e-49
Rftn1	1	0.401916901770312	0.747	0.592	0.155	2.91838973454164e-40	9.42202125796767e-36
Tmem196	1	0.400770131708819	0.422	0.193	0.229	8.03581157756624e-62	2.59436176781726e-57
A430090L17Rik	1	0.39990750452795	0.616	0.492	0.124	2.74482653484342e-23	8.86167246774199e-19
Tacr3	1	0.399844215505861	0.783	0.447	0.336	9.4540969680789e-63	3.05225520614427e-58
Plppr1	1	0.397466299773534	0.817	0.71	0.107	1.32603704212001e-36	4.28111059048444e-32
Mei4	1	0.397442817545628	0.594	0.422	0.172	2.25197003900669e-32	7.27048527093311e-28
Tmem132d	1	0.385719095874378	0.651	0.469	0.182	1.36719149519437e-26	4.41397774223502e-22
Ptprz1	1	0.383617065953273	0.703	0.491	0.212	1.85610200709257e-46	5.99242532989836e-42
Grik4	1	0.378579501095918	0.756	0.589	0.167	8.60007185798126e-40	2.77653319934925e-35
Cplx2	1	0.378069858862079	0.515	0.314	0.201	1.8656888439315e-42	6.02337643263283e-38
Zic1	1	0.37358133845377	0.573	0.406	0.167	1.29347799901396e-34	4.17599371981656e-30
4930445B16Rik	1	0.370480988078126	0.856	0.736	0.12	1.97139242772291e-31	6.36464045290341e-27
Pcsk2os2	1	0.366432956456959	0.829	0.657	0.172	4.53743534806693e-39	1.46491100212341e-34
Esyt3	1	0.362379884242118	0.41	0.193	0.217	5.26660122298028e-57	1.70032220483918e-52
Sema3c	1	0.361950977348357	0.386	0.177	0.209	1.26195422689054e-55	4.0742192215161e-51
Slc5a7	1	0.360179761903293	0.23	0.045	0.185	2.47382758264183e-105	7.98675235055914e-101
Pnpla3	1	0.359222062084233	0.424	0.245	0.179	6.3977704853019e-40	2.06552020117972e-35
Tead1	1	0.356628957482505	0.672	0.53	0.142	4.50519533635095e-30	1.4545023143409e-25
Isl1	1	0.353637741081596	0.282	0.079	0.203	2.4194548428793e-84	7.81120996023583e-80
Zic4	1	0.352970590537868	0.443	0.271	0.172	1.11985018440783e-34	3.61543632036068e-30
Utrn	1	0.347402792057392	0.527	0.368	0.159	1.51786845646656e-27	4.90043831170228e-23
Enox1	1	0.343532267073395	0.636	0.463	0.173	2.56498700092435e-34	8.28106053248426e-30
Vcan	1	0.343074090795784	0.355	0.214	0.141	2.14930781543743e-25	6.93904028213974e-21
Ppargc1a	1	0.336777158718325	0.431	0.246	0.185	2.22221238096015e-39	7.17441267192984e-35
Khdrbs2	8	1.14763743248274	0.994	0.889	0.105	2.29348115231329e-202	7.40450390024344e-198
Tmem132d	8	1.09661937953368	0.93	0.452	0.478	2.27048254823422e-175	7.33025290697419e-171
Fat3	8	1.07998767755765	0.992	0.839	0.153	4.03299595656232e-181	1.30205274457614e-176
Nrg1	8	1.07733444362813	0.869	0.375	0.494	2.71741978385478e-165	8.77318977217517e-161
Cadps2	8	1.06102866979878	0.936	0.528	0.408	1.63379470678354e-156	5.27470621085067e-152
Stxbp6	8	1.03705416274006	0.877	0.452	0.425	5.92625736976445e-143	1.91329219182845e-138
Flrt2	8	0.958350672170402	0.703	0.172	0.531	6.2085329877429e-230	2.00442487509279e-225
Cntnap5c	8	0.937186969473487	0.887	0.446	0.441	5.1743088193973e-128	1.67052560234242e-123
Edil3	8	0.914573178820978	0.933	0.533	0.4	1.06720903767003e-120	3.44548437811768e-116
Cdh8	8	0.909022204953009	0.934	0.588	0.346	1.1986854165743e-130	3.86995586741012e-126
Kcnip1	8	0.853150808073996	0.471	0.12	0.351	1.29261997635388e-132	4.17322359365851e-128
Gria3	8	0.832740067954654	0.995	0.872	0.123	8.99593661397916e-141	2.90433813582317e-136
Reln	8	0.79327111382131	0.758	0.298	0.46	3.37349610626879e-129	1.08913321790888e-124
Myo3b	8	0.783708918257756	0.648	0.353	0.295	8.76826085413894e-71	2.83083301675876e-66
Dach1	8	0.78241539826832	0.877	0.594	0.283	2.56052054419828e-93	8.26664057694415e-89
Rmst	8	0.780664730102986	0.991	0.689	0.302	1.82649698698795e-110	5.89684552249061e-106
Frmd5	8	0.763304236717037	0.986	0.833	0.153	2.12918138168438e-106	6.87406209076801e-102
Adcy2	8	0.748968251303232	0.907	0.53	0.377	2.83437341651617e-84	9.15077457522247e-80
Cntn4	8	0.739873060766438	0.837	0.49	0.347	1.00677160666016e-82	3.25036213210232e-78
Slit3	8	0.73791117211657	0.75	0.505	0.245	1.43983757326757e-56	4.64851560529434e-52
Ryr3	8	0.73156732082206	0.619	0.365	0.254	7.10211879751834e-56	2.29291905377879e-51
Gm32647	8	0.719615997481229	0.395	0.153	0.242	3.94169310865654e-57	1.27257562012976e-52
A330015K06Rik	8	0.697227179724764	0.672	0.311	0.361	2.77819155540085e-88	8.96939143661164e-84
Grm1	8	0.665689177397705	0.951	0.808	0.143	7.88124481393455e-75	2.54445988817877e-70
Kcnab1	8	0.661649496226477	0.828	0.516	0.312	2.52815436491959e-79	8.16214636714289e-75
Plxdc2	8	0.65411478987852	0.892	0.6	0.292	3.67205113562897e-77	1.18552170913781e-72
Frmpd4	8	0.643299265152902	0.591	0.313	0.278	2.80641971023569e-54	9.06052603449592e-50
Tmem163	8	0.631371356669032	0.47	0.19	0.28	1.4010528641049e-65	4.52329917176266e-61
Nwd2	8	0.619340102434995	0.863	0.599	0.264	5.6762366736822e-61	1.8325730100983e-56
Aff3	8	0.615279280389863	0.931	0.792	0.139	2.5003630270771e-76	8.07242203291842e-72
Pdzrn4	8	0.610708271676706	0.892	0.553	0.339	3.27983826648043e-72	1.05889578433321e-67
Zfhx3	8	0.603856102630543	0.925	0.643	0.282	4.94996872541083e-74	1.59809740299889e-69
Gm12132	8	0.603507169210005	0.364	0.073	0.291	1.06790001810317e-133	3.44771520844609e-129
Pde10a	8	0.577561850691496	0.887	0.698	0.189	1.34735918025918e-39	4.34994911346677e-35
Sncaip	8	0.575940727456378	0.732	0.438	0.294	4.27270813568841e-62	1.379443821607e-57
Rasgrf1	8	0.573102361353026	0.803	0.528	0.275	5.96568131602884e-46	1.92602021287991e-41
Tmem132c	8	0.570547379603279	0.399	0.076	0.323	1.99047792645314e-148	6.42625798555398e-144
Fam135b	8	0.559832842328859	0.88	0.729	0.151	3.85060166845498e-58	1.24316674866069e-53
Ror2	8	0.556958337853509	0.363	0.071	0.292	2.27630762642006e-133	7.34905917189718e-129
Cntn6	8	0.549036769803371	0.831	0.573	0.258	2.29213594838141e-59	7.40016090934938e-55
Brinp1	8	0.548137135722058	0.921	0.754	0.167	1.35908999785278e-59	4.38782205806771e-55
Pid1	8	0.541707339446956	0.84	0.662	0.178	1.41419214716294e-46	4.56571934711556e-42
Eda	8	0.539019327572365	0.634	0.326	0.308	1.09000785205971e-58	3.51909035037477e-54
Sntg2	8	0.534708303922802	0.68	0.441	0.239	7.31562609892599e-48	2.36184988603826e-43
Hs3st5	8	0.532136698656423	0.91	0.634	0.276	1.7975117324089e-55	5.80326662808214e-51
Kcnn2	8	0.528715535275147	0.905	0.741	0.164	1.4673015599953e-57	4.73718308644484e-53
Ammecr1	8	0.521911714832527	0.912	0.737	0.175	8.46383188999664e-51	2.73254812568541e-46
Oprm1	8	0.511301465518659	0.511	0.194	0.317	4.86224849649382e-78	1.56977692709303e-73
Pou6f2	8	0.50420589080777	0.582	0.283	0.299	2.5301251152312e-56	8.16850893452393e-52
Frmd4b	8	0.503773896829339	0.793	0.582	0.211	1.76234433773263e-42	5.68972869436981e-38
Chodl	8	0.493192848393383	0.558	0.308	0.25	2.33568036192217e-50	7.54074404846572e-46
Gm32442	8	0.491802360228633	0.627	0.36	0.267	2.27020585985471e-45	7.32935961854093e-41
Prkca	8	0.489758178201304	0.845	0.663	0.182	2.53221883383687e-44	8.17526850504234e-40
Gsg1l	8	0.488990679610929	0.759	0.505	0.254	2.40610004682169e-46	7.76809400116384e-42
Aff2	8	0.48114334869037	0.735	0.539	0.196	6.09171909179602e-36	1.96671150878634e-31
Adcy8	8	0.479709055469378	0.753	0.379	0.374	5.2063145724178e-63	1.68085865970509e-58
Chn2	8	0.478320226342915	0.797	0.565	0.232	4.52136352028564e-40	1.45972221252422e-35
Dpf3	8	0.465888320213717	0.608	0.373	0.235	2.16642829094005e-39	6.99431373729995e-35
Nyap2	8	0.46525426296392	0.881	0.731	0.15	1.21316831326866e-43	3.91671389938785e-39
Atp2b1	8	0.463346904202652	0.896	0.786	0.11	3.2549191121635e-41	1.05085063536199e-36
Col18a1	8	0.46011506786325	0.521	0.248	0.273	5.43618523316281e-52	1.75507240252661e-47
Kcnk2	8	0.45650417109613	0.835	0.634	0.201	7.3429464191224e-40	2.37067025141367e-35
Vav3	8	0.455416812528029	0.854	0.686	0.168	1.61958052278977e-39	5.22881571782679e-35
Tmtc2	8	0.453058185324001	0.694	0.494	0.2	2.5145696210915e-32	8.11828802169391e-28
St8sia6	8	0.451363091520115	0.422	0.158	0.264	1.05528481056456e-67	3.40698701090767e-63
Klhl29	8	0.446346995044112	0.95	0.819	0.131	2.5645556446749e-47	8.27966789883291e-43
Thrb	8	0.439883928797302	0.88	0.749	0.131	1.16175229653845e-34	3.75071728937439e-30
Gm28905	8	0.439103229600413	0.805	0.627	0.178	1.10186921734304e-33	3.55738476819199e-29
A330008L17Rik	8	0.434997127349835	0.483	0.235	0.248	2.84076664761653e-45	9.17141512182997e-41
Tmem132b	8	0.433061757570489	0.845	0.711	0.134	3.89508424318896e-35	1.25752794791355e-30
Plcb1	8	0.43294775218508	0.968	0.762	0.206	3.64926934887522e-49	1.17816660928436e-44
Sorcs3	8	0.431315873205515	0.739	0.446	0.293	1.76981913945673e-41	5.71386109173605e-37
Gm15680	8	0.428073789990192	0.434	0.179	0.255	3.93446005199766e-54	1.27024042778744e-49
Atp8a2	8	0.426922488654459	0.936	0.828	0.108	1.87329831584632e-41	6.04794361270985e-37
Oxr1	8	0.419590753462631	0.88	0.7	0.18	4.85948128882136e-38	1.56888353409597e-33
Pdgfc	8	0.419365862034527	0.764	0.579	0.185	8.37480782642327e-34	2.70380670676075e-29
Atp7a	8	0.413904555905423	0.537	0.319	0.218	1.59139780075732e-36	5.137827799745e-32
Srgap1	8	0.412807917753073	0.934	0.821	0.113	6.9303397385508e-41	2.23746018459113e-36
Clybl	8	0.412447331686655	0.63	0.463	0.167	1.32650399811405e-23	4.2826181579112e-19
Il1rap	8	0.411601676057085	0.864	0.701	0.163	2.31225163085046e-35	7.46510439020072e-31
Glcci1	8	0.404990611824019	0.63	0.412	0.218	8.10106351193526e-37	2.6154283548283e-32
Zdhhc14	8	0.403108377718969	0.75	0.595	0.155	4.36845363586151e-27	1.41035525633789e-22
Nell2	8	0.399940777983552	0.71	0.524	0.186	5.35740774342348e-32	1.72963908996427e-27
Rgs7bp	8	0.398085597446616	0.8	0.683	0.117	4.19038769277923e-27	1.35286666661377e-22
4930445B16Rik	8	0.395338457230679	0.883	0.739	0.144	1.51348193093936e-26	4.88627641403772e-22
Dock10	8	0.39488620296177	0.681	0.51	0.171	9.94570622359855e-27	3.21097125428879e-22
Tmem164	8	0.393237279388721	0.855	0.708	0.147	7.33014790758644e-30	2.36653825196428e-25
Samhd1	8	0.388643496705298	0.521	0.345	0.176	4.2233854838246e-25	1.36352000345277e-20
Cdh20	8	0.384373900306424	0.697	0.344	0.353	9.40446492170422e-55	3.03623149997221e-50
Gpr101	8	0.383603871571256	0.236	0.03	0.206	1.71522891894409e-123	5.53761656481098e-119
Hdac8	8	0.374925796219355	0.762	0.595	0.167	3.5307783797399e-27	1.13991179989903e-22
Ablim1	8	0.37384971082409	0.912	0.802	0.11	2.63102825680557e-31	8.49427472709679e-27
Khdrbs3	8	0.370233544095284	0.759	0.621	0.138	1.2430443200073e-27	4.01316858714355e-23
Tle4	8	0.369219915515481	0.936	0.835	0.101	1.13474291526869e-34	3.66351750194497e-30
Gm5089	8	0.362280538160279	0.424	0.248	0.176	2.00621333440858e-26	6.47705975013809e-22
Grik1	8	0.361606171097025	0.956	0.757	0.199	6.3164199898028e-41	2.03925619370783e-36
Gm21798	8	0.359796226998815	0.619	0.312	0.307	1.35425967062808e-45	4.37222734662276e-41
Plppr1	8	0.35488193785462	0.854	0.712	0.142	1.76225577975237e-27	5.68944278493054e-23
Diaph3	8	0.350822922384555	0.367	0.207	0.16	9.18798313198501e-25	2.96634035416136e-20
Stk32a	8	0.343844862147255	0.401	0.185	0.216	1.08857123583841e-41	3.51445223490432e-37
Adamtsl1	0	1.87130522648245	0.882	0.288	0.594	0	0
Alk	0	1.67292998837755	1	0.592	0.408	0	0
Egfem1	0	1.48819449735859	0.998	0.815	0.183	0	0
Kctd8	0	1.47415004427831	0.979	0.553	0.426	0	0
Kcnq5	0	1.38010195569976	0.985	0.535	0.45	0	0
Sphkap	0	1.28521581019771	0.941	0.479	0.462	2.03362231949007e-290	6.56554965847368e-286
Cartpt	0	1.22052372605832	0.985	0.641	0.344	1.71510589991051e-274	5.5372193978611e-270
Lef1	0	1.11540966639849	0.861	0.395	0.466	1.34187012066027e-239	4.33222768455168e-235
Parm1	0	1.11247999159084	0.951	0.614	0.337	2.96822982247629e-236	9.58292998186469e-232
Rbm47	0	1.01972408589364	0.598	0.139	0.459	1.38933473526496e-295	4.48546719280292e-291
