gene	cluster	avg_log2FC	pct.1	pct.2	pct_diff	p_val	p_val_adj
Mtus1	0	1.00063003988179	0.746	0.341	0.405	4.35367408260378e-212	1.40558367756863e-207
Enpp2	0	0.986644584405695	0.769	0.36	0.409	6.68606070848865e-194	2.15859469973556e-189
Zfp521	0	0.986160421985352	0.961	0.724	0.237	2.36628131882135e-199	7.63953923781472e-195
Slc7a14	0	0.982941290090867	0.962	0.766	0.196	2.04688778622309e-224	6.60837721782124e-220
Sema5a	0	0.964685225709359	0.765	0.358	0.407	4.01995334872169e-191	1.2978419386348e-186
Nptx1	0	0.96153078335183	0.765	0.272	0.493	5.56451921331165e-273	1.79650502801767e-268
Rreb1	0	0.947944583774659	0.863	0.397	0.466	3.08726324687766e-227	9.96722939254454e-223
Kcng3	0	0.946564449252333	0.812	0.397	0.415	2.81363820060453e-212	9.08383093065171e-208
Gm4258	0	0.936859627571363	0.898	0.614	0.284	1.73372993707036e-189	5.59734710183165e-185
Ccbe1	0	0.935070723553883	0.831	0.468	0.363	9.24797173301333e-137	2.98570767400335e-132
Ntn1	0	0.933189807367936	0.582	0.151	0.431	2.07501704500393e-250	6.69919252979519e-246
Tacr3	0	0.927758995754848	0.878	0.426	0.452	1.16383629220261e-181	3.75744546937612e-177
Gm2694	0	0.837423864590588	0.819	0.444	0.375	2.19236753311296e-170	7.0780585806552e-166
Gm4876	0	0.835915961742318	0.897	0.664	0.233	4.49107091289451e-153	1.44994224422799e-148
Mapk4	0	0.82504601112897	0.977	0.756	0.221	2.02732345980108e-172	6.54521378996777e-168
Tmem132d	0	0.82063612792018	0.743	0.451	0.292	3.01520993424031e-88	9.73460527269484e-84
Pik3r1	0	0.808323078740374	0.826	0.551	0.275	1.84839225768493e-144	5.96753440393581e-140
Ust	0	0.802852899296254	0.881	0.598	0.283	9.41247067634459e-150	3.03881615785785e-145
A2m	0	0.799524780272635	0.398	0.215	0.183	4.87485199883767e-44	1.57384596782474e-39
Pld5	0	0.796055529324331	0.996	0.873	0.123	1.63115546229566e-185	5.26618541002155e-181
Itga9	0	0.790695132253789	0.603	0.189	0.414	2.76993909369914e-216	8.94274836400768e-212
Tspan9	0	0.788679819256442	0.577	0.162	0.415	1.64099482384538e-227	5.29795178878479e-223
B430010I23Rik	0	0.787739309728631	0.664	0.338	0.326	3.21662889943266e-124	1.03848864018183e-119
Xylt1	0	0.778843738818578	0.933	0.7	0.233	1.33089247182781e-153	4.29678634529608e-149
Nucb2	0	0.778664055407503	0.804	0.46	0.344	7.51884641011487e-157	2.42745956350558e-152
Syndig1	0	0.778180907023964	0.556	0.123	0.433	1.34434798936073e-263	4.34022748365111e-259
Pdlim5	0	0.775406659753347	0.827	0.464	0.363	3.01158781220346e-167	9.72291125169888e-163
Cemip	0	0.767616078405482	0.755	0.503	0.252	5.52342886620181e-99	1.78323900945325e-94
Jam3	0	0.763741303224876	0.667	0.348	0.319	6.08780951194592e-123	1.96544930093174e-118
Palmd	0	0.755304952243282	0.782	0.414	0.368	5.80277555854337e-132	1.87342608907573e-127
Pcsk2os2	0	0.752407767874641	0.902	0.642	0.26	3.87034853820371e-133	1.24954202555907e-128
Abtb2	0	0.741527703427992	0.798	0.52	0.278	7.51231635139745e-114	2.42535133404867e-109
Tcf4	0	0.739198747088698	0.94	0.824	0.116	2.32025718281022e-87	7.49095031470281e-83
Pde7b	0	0.73199806049733	0.995	0.772	0.223	2.59098495203659e-131	8.36499491765013e-127
Htr1f	0	0.727473081161989	0.615	0.272	0.343	8.86323680108053e-123	2.86149600122885e-118
Osbpl3	0	0.724460149269718	0.973	0.729	0.244	1.78115592930211e-155	5.75046191775185e-151
Sh3rf3	0	0.719290562030827	0.867	0.605	0.262	3.01702856671289e-134	9.74047672763257e-130
Mylk	0	0.701753944847455	0.395	0.071	0.324	4.19873313916678e-218	1.35556099397999e-213
Gas7	0	0.671237534915741	0.696	0.365	0.331	8.73609517999028e-125	2.82044832885986e-120
Mccc2	0	0.667814655393393	0.774	0.468	0.306	4.28824739578255e-124	1.3844606717284e-119
Gm26936	0	0.667038056908861	0.704	0.378	0.326	1.10256399903253e-119	3.55962787087652e-115
Cald1	0	0.66663952734852	0.652	0.269	0.383	3.6195046073417e-160	1.16855706248027e-155
Vcan	0	0.66616258974657	0.452	0.196	0.256	1.42773609444268e-89	4.60944598090819e-85
Gm27016	0	0.663654018314834	0.645	0.316	0.329	4.14045582243381e-120	1.33674616227276e-115
Gm44129	0	0.650341554348276	0.701	0.403	0.298	2.41382274385656e-103	7.7930267285409e-99
Gfra1	0	0.649303540747702	0.799	0.414	0.385	9.62401881176185e-135	3.10711447337731e-130
Snx24	0	0.638023015289978	0.851	0.59	0.261	1.42159434162392e-116	4.58961733193281e-112
Sgcd	0	0.637253075167844	0.8	0.486	0.314	6.48016971524286e-97	2.09212279256616e-92
Adgrv1	0	0.636305920681957	0.835	0.52	0.315	1.10397863173653e-114	3.56419501256137e-110
Gabrg2	0	0.629948133438339	0.785	0.532	0.253	3.7861906744651e-105	1.22237165925106e-100
Snca	0	0.62818751680044	0.735	0.484	0.251	1.57316024491133e-87	5.07894785069623e-83
D630045J12Rik	0	0.624545267914473	0.913	0.749	0.164	4.38184872773571e-106	1.41467986174947e-101
Sulf1	0	0.621625353285114	0.495	0.13	0.365	9.80013136464047e-181	3.16397241107418e-176
Clstn2	0	0.618622863030092	0.971	0.843	0.128	2.55637769532389e-110	8.25326538935317e-106
Ell2	0	0.615584760181595	0.864	0.612	0.252	6.51953121084674e-97	2.10483065142187e-92
Daam1	0	0.609293652339822	0.943	0.841	0.102	9.00516463648647e-103	2.90731740288966e-98
Atp2b4	0	0.603187141122781	0.856	0.596	0.26	5.46139689668287e-109	1.76321198809407e-104
Slc6a6	0	0.59108599187023	0.832	0.587	0.245	6.4408417818068e-98	2.07942576925632e-93
Dapk1	0	0.580840923162411	0.658	0.318	0.34	4.34215142205374e-118	1.40186358661005e-113
Mta3	0	0.576884952199912	0.886	0.683	0.203	9.40147703127612e-100	3.0352668595475e-95
Actn2	0	0.574691225037573	0.488	0.177	0.311	4.62961918200113e-128	1.49467255290907e-123
Me3	0	0.569801722053047	0.816	0.51	0.306	9.164447644575e-99	2.95874192205104e-94
Cntnap4	0	0.569249596555314	0.743	0.473	0.27	6.19178829970351e-87	1.99901885255928e-82
Frmpd3	0	0.565943292321684	0.679	0.352	0.327	5.31668928896394e-106	1.71649313694201e-101
Lrrk2	0	0.565168209609029	0.666	0.41	0.256	4.54149491471831e-88	1.46622163321681e-83
Ntn4	0	0.559435620951779	0.63	0.33	0.3	8.04477270320215e-102	2.59725486722881e-97
Cpne5	0	0.554089724971318	0.702	0.404	0.298	3.69507521555983e-95	1.19295503334349e-90
Gm15496	0	0.549091423370356	0.568	0.287	0.281	7.14877897492997e-93	2.30798329205614e-88
Gng12	0	0.547556964163192	0.717	0.414	0.303	7.53664699999755e-94	2.43320648394921e-89
A230004M16Rik	0	0.538230863965817	0.625	0.346	0.279	3.40318359797818e-88	1.09871782460726e-83
Ptprk	0	0.537192923938569	0.996	0.874	0.122	7.64155355906989e-103	2.46707556654571e-98
Ptpro	0	0.536997248399332	0.948	0.824	0.124	3.49353600957311e-84	1.12788810069068e-79
Armh4	0	0.535219470909527	0.755	0.478	0.277	2.40076436872359e-88	7.75086776442411e-84
Epha6	0	0.534843480749137	0.973	0.8	0.173	4.3600055220939e-82	1.40762778280801e-77
Dlc1	0	0.526348955028617	0.505	0.223	0.282	3.31193947970602e-93	1.06925966102309e-88
Cers6	0	0.522729004082877	0.796	0.588	0.208	2.5191868175315e-76	8.13319464040045e-72
Tmtc4	0	0.516401502866756	0.657	0.394	0.263	6.31500209811151e-76	2.0387984273753e-71
Pbx3	0	0.513921925915769	0.78	0.56	0.22	2.14349287454394e-58	6.92026674546512e-54
Gm16193	0	0.512742105409623	0.347	0.061	0.286	1.57288077153861e-186	5.07804557091239e-182
Gm13481	0	0.510730795077392	0.39	0.165	0.225	5.88349891142459e-73	1.89948762355343e-68
Epha7	0	0.510172944777845	0.731	0.583	0.148	6.19837915414549e-39	2.00114670991587e-34
Cap2	0	0.509225716834779	0.843	0.632	0.211	6.04605120477542e-77	1.95196763146175e-72
Kcnt2	0	0.508482318538788	0.723	0.389	0.334	1.04381893022187e-95	3.36996941622131e-91
Plxna2	0	0.502109462519491	0.952	0.85	0.102	1.2677947025905e-66	4.09307519731343e-62
Dnah5	0	0.499340338707837	0.451	0.157	0.294	5.60189091239079e-123	1.80857048106537e-118
Shtn1	0	0.494294045659573	0.915	0.799	0.116	3.4596903199742e-75	1.11696101980367e-70
Gm29683	0	0.487715012917941	0.832	0.595	0.237	1.49867202502633e-54	4.83846263279749e-50
Nhs	0	0.486310130353746	0.921	0.743	0.178	3.14412830655703e-77	1.01508182377194e-72
Pde1c	0	0.485966515264196	0.582	0.335	0.247	9.51459988105549e-64	3.07178857159877e-59
Nxn	0	0.483138794487665	0.73	0.521	0.209	1.5184298994499e-60	4.90225093037401e-56
Trpc7	0	0.478198411557123	0.552	0.283	0.269	9.95139034241108e-77	3.21280637204742e-72
Kcnh7	0	0.471189916888878	0.928	0.779	0.149	3.49382694305514e-60	1.12798202856535e-55
Mamld1	0	0.467263612208286	0.829	0.639	0.19	2.36255728089016e-64	7.62751618135387e-60
Maged2	0	0.46723363331465	0.733	0.488	0.245	2.32412965957017e-67	7.50345260592229e-63
Fam219a	0	0.466366239209955	0.948	0.841	0.107	5.48622838031992e-76	1.77122883258628e-71
Mcu	0	0.464106526294995	0.828	0.635	0.193	3.71332215470977e-69	1.19884605764805e-64
Efr3b	0	0.461498274020266	0.794	0.65	0.144	1.10318682373087e-49	3.5616386604151e-45
Rbm24	0	0.461021622029269	0.492	0.213	0.279	6.26793993761828e-93	2.02360440886006e-88
Htr7	0	0.460746785147575	0.426	0.156	0.27	1.59183038727614e-99	5.13922440532101e-95
Adcy5	0	0.459827958961089	0.834	0.681	0.153	9.50792231890563e-58	3.06963272065868e-53
Pip5k1b	0	0.457742562845284	0.865	0.708	0.157	4.73784636593603e-59	1.52961369924245e-54
Iqgap1	0	0.457427569485056	0.853	0.678	0.175	1.30977500733025e-66	4.22860861116571e-62
Sez6l	0	0.452758130117967	0.773	0.553	0.22	2.74257186336852e-62	8.85439326088526e-58
Rrbp1	0	0.452154446899722	0.728	0.512	0.216	3.47275778146283e-64	1.12117984974528e-59
Osbpl2	0	0.448651185624405	0.64	0.408	0.232	1.28896918510621e-63	4.16143701411538e-59
Prkag2	0	0.448314122386045	0.854	0.691	0.163	1.63908561865747e-60	5.29178791983565e-56
Vezt	0	0.448193975193648	0.919	0.794	0.125	2.24161880247007e-60	7.23706630377462e-56
Ptprt	0	0.445685873837856	0.234	0.077	0.157	1.75434002606495e-59	5.66388677415068e-55
Deptor	0	0.442540960799533	0.929	0.765	0.164	1.45246662543941e-59	4.68928850023113e-55
Srpk1	0	0.441969162943783	0.783	0.605	0.178	1.18351472326177e-53	3.82097728405063e-49
Sema6a	0	0.440205274384055	0.852	0.666	0.186	2.55682885514409e-46	8.25472195883268e-42
Vmp1	0	0.436684011244691	0.798	0.646	0.152	1.51933056561783e-49	4.90515873109715e-45
Gpr45	0	0.431841726656495	0.873	0.753	0.12	8.71502653999088e-52	2.81364631843606e-47
Dab2	0	0.429810238623725	0.643	0.411	0.232	4.6424072190469e-53	1.49880117066929e-48
Chst11	0	0.4253701335325	0.707	0.548	0.159	2.79935095095084e-41	9.03770454514478e-37
Lncppara	0	0.424311101800855	0.565	0.29	0.275	3.67599533885403e-79	1.18679509514902e-74
Dchs2	0	0.423120009715254	0.615	0.33	0.285	1.15735038332549e-73	3.73650571256634e-69
Nckap5	0	0.422959617030892	0.943	0.807	0.136	2.02031112074578e-54	6.52257445332776e-50
E130310I04Rik	0	0.420827479598666	0.269	0.024	0.245	9.43792047272514e-222	3.04703262461931e-217
Arhgef28	0	0.419353343692145	0.745	0.544	0.201	5.46539780860167e-54	1.76450368250705e-49
Slc4a4	0	0.418411492310752	0.495	0.223	0.272	8.4318758406895e-84	2.72223111516661e-79
Lhfp	0	0.417934220176266	0.908	0.703	0.205	8.76249660077237e-47	2.82897202755936e-42
Cask	0	0.415395374587888	0.898	0.768	0.13	2.99562587032404e-57	9.67137812234115e-53
Tmem196	0	0.415237297134894	0.453	0.184	0.269	1.74520729337586e-87	5.63440174666398e-83
Tes	0	0.414886013916812	0.505	0.289	0.216	1.34740056860512e-55	4.35008273574164e-51
Bcl2	0	0.412560255112155	0.601	0.402	0.199	1.6589504556139e-45	5.35592154594949e-41
Lrrc28	0	0.410119639142293	0.658	0.446	0.212	2.08373323124177e-55	6.72733273706406e-51
Prag1	0	0.410069084796641	0.514	0.296	0.218	3.40516494542507e-55	1.09935750263048e-50
Dscaml1	0	0.409130849157921	0.725	0.444	0.281	2.09840653652812e-58	6.77470550318103e-54
Lypd1	0	0.408251469109251	0.582	0.349	0.233	7.44431693243297e-58	2.40339772163598e-53
Abhd2	0	0.407564112214168	0.48	0.284	0.196	2.79960387816069e-46	9.03852112064179e-42
Fggy	0	0.401696716834827	0.73	0.537	0.193	9.97466161980406e-46	3.22031950395374e-41
Maml2	0	0.400659099388688	0.878	0.723	0.155	3.7613698978602e-49	1.21435827152417e-44
Otud7a	0	0.394755255594528	0.836	0.647	0.189	3.79962856256844e-54	1.22671008142522e-49
Luzp2	0	0.389969897288883	0.246	0.093	0.153	2.14092102955109e-49	6.91196354390568e-45
9630014M24Rik	0	0.38701747883596	0.665	0.469	0.196	3.25999546998604e-40	1.05248953748499e-35
Tstd2	0	0.386711041599005	0.393	0.187	0.206	8.78690561123981e-58	2.83685247658877e-53
Lima1	0	0.385867793670889	0.475	0.257	0.218	2.07926497467218e-55	6.71290697072913e-51
Tnfrsf19	0	0.385724711373106	0.382	0.13	0.252	7.19900840672161e-98	2.32419986411007e-93
Tmtc1	0	0.385653156348703	0.713	0.542	0.171	6.38436813899618e-36	2.06119325367492e-31
Zfp804b	0	0.385228283588893	0.936	0.822	0.114	4.11078736088922e-26	1.32716769946308e-21
Epb41l5	0	0.384848605151577	0.695	0.5	0.195	6.76301979616995e-47	2.18344094119347e-42
Rnf182	0	0.384407124117596	0.47	0.228	0.242	2.50745429672027e-69	8.0953161969614e-65
Pnpla3	0	0.384197161553484	0.461	0.236	0.225	6.492988398166e-61	2.09626130434789e-56
Galnt17	0	0.383789710156214	0.889	0.759	0.13	7.17867232762438e-48	2.31763436097353e-43
Thsd4	0	0.381948566548506	0.591	0.418	0.173	2.34507336517659e-33	7.57106935947261e-29
Cdo1	0	0.381554830508248	0.294	0.087	0.207	4.3390807250273e-90	1.40087221207506e-85
Itprid2	0	0.379409431045677	0.484	0.286	0.198	1.10704126749151e-46	3.57408273209634e-42
Pcdh19	0	0.376176046385709	0.63	0.387	0.243	1.45286663277773e-51	4.69057992392291e-47
4930445B16Rik	0	0.37569257357136	0.886	0.729	0.157	2.18962713357275e-38	7.06921120073964e-34
Igf1r	0	0.372261811007055	0.858	0.756	0.102	3.66636018175742e-37	1.18368438468038e-32
Nr2f1	0	0.369465840407173	0.612	0.426	0.186	9.22052160466976e-41	2.97684540006763e-36
Diaph2	0	0.369425868313366	0.674	0.424	0.25	1.21435798439208e-48	3.92055475260982e-44
Dram1	0	0.369313789375817	0.582	0.422	0.16	2.98591393503581e-35	9.64002313926312e-31
Hmgn3	0	0.368849658716159	0.624	0.426	0.198	9.85785609153571e-45	3.1826088391523e-40
Tle1	0	0.366118861115849	0.593	0.371	0.222	2.27360857164759e-49	7.34034527356423e-45
Mamdc2	0	0.363555635021692	0.263	0.063	0.2	8.63834297597697e-102	2.78888902979417e-97
Mapk8	0	0.358962758247223	0.742	0.609	0.133	1.23467531893671e-33	3.98614926718718e-29
Magel2	0	0.35888060384071	0.448	0.232	0.216	1.15406902045521e-55	3.72591183253965e-51
Eya2	0	0.35887872111973	0.318	0.091	0.227	4.63394702696682e-102	1.49606979765624e-97
Lmo2	0	0.358374289556656	0.325	0.1	0.225	1.24768420416875e-93	4.02814845315883e-89
Rspo1	0	0.357086523756456	0.389	0.165	0.224	4.89901564182396e-71	1.58164719996286e-66
Garem1	0	0.356613076979055	0.733	0.572	0.161	1.16755030863256e-39	3.76943617142021e-35
Cers5	0	0.353451447630346	0.82	0.676	0.144	1.68788628648365e-42	5.44934087591246e-38
C130071C03Rik	0	0.350878934134606	0.706	0.469	0.237	4.72680804166565e-51	1.52604997625176e-46
Fzd3	0	0.350119837251898	0.528	0.337	0.191	9.65975510078464e-43	3.11865193428832e-38
Rptor	0	0.349994523314124	0.867	0.764	0.103	1.28236804141237e-41	4.14012522169982e-37
Pdzd2	0	0.349864431797454	0.757	0.586	0.171	2.56198668046584e-37	8.27137399788397e-33
Chka	0	0.349167633641921	0.857	0.739	0.118	2.64431966933272e-36	8.53718605244068e-32
Rsrc1	0	0.347302800989977	0.75	0.61	0.14	9.41058627887607e-32	3.03820778013514e-27
Tnfaip8	0	0.345863647031721	0.391	0.213	0.178	8.62826594801278e-40	2.78563566131592e-35
Cryl1	0	0.345783589799575	0.415	0.181	0.234	4.44660595864562e-71	1.43558673374874e-66
Tle2	0	0.344470020964789	0.32	0.092	0.228	3.38830547285353e-99	1.09391442191076e-94
Pcdh10	0	0.343712932791622	0.717	0.523	0.194	9.60507425796478e-39	3.10099822418393e-34
Sgms2	0	0.343611495613675	0.548	0.345	0.203	5.69954499773308e-43	1.84009810251813e-38
Gpr83	0	0.343413720405781	0.384	0.168	0.216	1.96429097555212e-64	6.34171341457001e-60
Inpp4b	0	0.343270257750381	0.677	0.468	0.209	4.9829958349664e-41	1.6087602053189e-36
Susd1	0	0.340297669386876	0.621	0.419	0.202	2.67582351245057e-42	8.63889620994665e-38
Tead1	0	0.338297774737869	0.692	0.525	0.167	3.3798848284089e-33	1.09119581685181e-28
Fgf1	0	0.335483193983904	0.612	0.457	0.155	2.24199801945697e-26	7.23829060581681e-22
Sgcz	10	3.30351011833016	0.993	0.304	0.689	7.17925522476627e-227	2.31782254931579e-222
Csmd1	10	3.04581250182545	1	0.439	0.561	3.81091049258358e-192	1.23035245253061e-187
Lrp1b	10	2.8330945814544	0.978	0.334	0.644	2.16836111310103e-191	7.00055385364667e-187
Kctd16	10	2.81126614595204	0.932	0.111	0.821	0	0
Tafa1	10	2.72823516518753	0.935	0.114	0.821	0	0
Alcam	10	2.57417955806309	0.953	0.219	0.734	6.3890128690856e-252	2.06269280478429e-247
Unc5d	10	2.4074607099117	1	0.467	0.533	8.71760056417285e-171	2.81447734214321e-166
Unc13c	10	2.32865106683832	0.903	0.142	0.761	9.94619502215598e-287	3.21112906290306e-282
Gpc5	10	2.25469570552594	0.62	0.078	0.542	6.03259586192046e-214	1.94762357402102e-209
Hs3st4	10	2.10222441400476	0.939	0.325	0.614	4.63243959888872e-166	1.49558312450122e-161
Sdk1	10	2.08846905976431	0.878	0.159	0.719	2.84349677857546e-245	9.18022934963086e-241
Pex5l	10	2.08617670665907	0.878	0.225	0.653	1.2336078193162e-200	3.98270284466236e-196
Shroom3	10	2.07223602023847	0.781	0.134	0.647	3.10851588712752e-227	1.00358435415912e-222
Gm20754	10	2.0260553934741	0.72	0.155	0.565	1.65834878014342e-165	5.35397903669303e-161
Nrg1	10	1.914240688165	0.839	0.402	0.437	7.2553272738683e-84	2.34238241036838e-79
Pdzrn4	10	1.87025934845223	0.989	0.567	0.422	1.25095495674126e-134	4.03870807783917e-130
Sorcs1	10	1.84262037882904	0.935	0.428	0.507	3.29884021478493e-130	1.06503056334332e-125
Asic2	10	1.82791990001293	0.989	0.788	0.201	1.6933344158905e-113	5.46693016170248e-109
Auts2	10	1.78290314409965	0.781	0.358	0.423	1.4571365914446e-88	4.70436548547888e-84
Caln1	10	1.780502249801	0.875	0.249	0.626	4.68141857008709e-167	1.51139598535262e-162
Npas3	10	1.76954592122297	0.968	0.844	0.124	7.50591397887104e-102	2.42328432807851e-97
Cpne8	10	1.73354198244831	0.789	0.096	0.693	6.62261163810227e-297	2.13811016736132e-292
Cdh13	10	1.68690625399843	0.971	0.519	0.452	1.843488837814e-119	5.95170371288248e-115
Nrp1	10	1.64913296381134	0.774	0.114	0.66	1.5840445349989e-245	5.11408778124395e-241
Rmst	10	1.6368888265188	0.993	0.705	0.288	8.35471507381663e-119	2.6973197615817e-114
4930555F03Rik	10	1.63430811358774	0.892	0.529	0.363	8.29896466808794e-89	2.67932074309219e-84
Il1rapl2	10	1.63210460426043	0.47	0.069	0.401	6.91104688656771e-133	2.23123148732839e-128
Plcb4	10	1.61457040215232	0.914	0.637	0.277	2.37899897372196e-100	7.68059818666135e-96
Kcnq5	10	1.613005481999	0.968	0.586	0.382	7.13896283181587e-92	2.30481415025175e-87
Thsd7b	10	1.61085229452359	0.882	0.546	0.336	3.23494019763997e-87	1.04440044280807e-82
C130073E24Rik	10	1.57355386481108	0.939	0.605	0.334	1.22000292596574e-105	3.9387794464804e-101
Ano1	10	1.57257391885611	0.667	0.025	0.642	0	0
Zfp536	10	1.57070839151326	0.724	0.172	0.552	4.49547209765827e-149	1.45136316672897e-144
Rora	10	1.55902428631729	0.964	0.748	0.216	6.63215868555757e-104	2.14119243163226e-99
Kcnj3	10	1.53800779101437	0.842	0.357	0.485	1.13249037723432e-107	3.65624518290101e-103
4930509J09Rik	10	1.53088201483285	0.57	0.085	0.485	1.41005854261671e-168	4.55237400483806e-164
Frmpd4	10	1.49790598969036	0.799	0.32	0.479	1.65429431147101e-88	5.34088918458416e-84
Tmem163	10	1.46423536539402	0.756	0.194	0.562	5.82586930443575e-134	1.88088190493708e-129
B230217J21Rik	10	1.43653729280304	0.645	0.157	0.488	4.11183880494073e-121	1.32750715817512e-116
Chrm3	10	1.41111392975551	0.642	0.108	0.534	5.4018414650976e-163	1.74398451700676e-158
Nova1	10	1.39525449357433	0.835	0.416	0.419	1.02121285663254e-97	3.29698570763816e-93
Grik4	10	1.28374269170964	0.91	0.6	0.31	4.66864704436907e-91	1.50727269827455e-86
Megf11	10	1.26389672390984	0.552	0.235	0.317	4.07251913657961e-51	1.31481280324473e-46
Gm45321	10	1.26083770746881	0.76	0.408	0.352	3.84645422965715e-62	1.24182774804481e-57
B3galt1	10	1.2571127124134	0.878	0.66	0.218	1.13661853162565e-66	3.6695729293534e-62
Klf12	10	1.24730043601359	0.889	0.663	0.226	1.13619873313245e-75	3.6682176099181e-71
Rgs6	10	1.23848747919472	0.523	0.116	0.407	1.15714280768135e-97	3.73583555459923e-93
Pard3b	10	1.23811272830964	0.477	0.041	0.436	5.57594715096561e-217	1.80019453768925e-212
Tmtc2	10	1.22766299475176	0.832	0.499	0.333	6.72589297515481e-70	2.17145454702873e-65
Cdh20	10	1.22549889015878	0.767	0.359	0.408	7.82012424267519e-64	2.52472711174769e-59
Specc1	10	1.2180316697266	0.824	0.423	0.401	3.76372934653565e-83	1.21512001952904e-78
Cntn4	10	1.21470379809625	0.835	0.508	0.327	2.14385630070652e-57	6.92144006683099e-53
Tenm3	10	1.21108731684703	0.968	0.847	0.121	3.26400458877122e-77	1.05378388148479e-72
Mpped2	10	1.2055159316599	0.616	0.146	0.47	1.65288702104155e-113	5.33634574743265e-109
L3mbtl4	10	1.20453883866866	0.642	0.21	0.432	4.70608415510539e-87	1.51935926947578e-82
Kalrn	10	1.17337551586036	0.95	0.77	0.18	1.45065581427416e-86	4.68344229638413e-82
4930419G24Rik	10	1.13643537420275	0.52	0.082	0.438	4.43232457448159e-143	1.43097598887138e-138
Gm2516	10	1.13363741425296	0.703	0.332	0.371	7.78507644864342e-63	2.51341193144453e-58
Prkcb	10	1.10319196983494	0.799	0.524	0.275	7.2589389356379e-60	2.3435484353707e-55
Ankfn1	10	1.08850100253866	0.767	0.519	0.248	6.96729988289868e-46	2.24939276719384e-41
Btbd11	10	1.07257681881161	0.552	0.133	0.419	1.89776844867589e-98	6.12694543655012e-94
Luzp2	10	1.0619494855073	0.394	0.105	0.289	5.64949018729328e-56	1.82393790696764e-51
Gm45323	10	1.05958685948471	0.638	0.299	0.339	3.25946345912681e-55	1.05231777777909e-50
Brinp1	10	1.04763449670803	0.935	0.762	0.173	2.97227869576972e-67	9.59600176929253e-63
Inpp4b	10	1.04074477071002	0.67	0.492	0.178	1.33202330346775e-27	4.30043723524562e-23
Utrn	10	1.03887929703786	0.695	0.377	0.318	1.50075119311494e-54	4.84517522697159e-50
Spock3	10	1.03612822217267	0.832	0.44	0.392	2.53728670117224e-60	8.19163011473459e-56
Vwc2	10	1.03407642091604	0.595	0.169	0.426	9.31916980820498e-81	3.00869397257898e-76
Ndst4	10	1.02667012701417	0.663	0.276	0.387	1.46626906729728e-62	4.73384968376928e-58
Tox	10	1.01514751243179	0.914	0.743	0.171	4.50271092034083e-53	1.45370022063204e-48
Sdc2	10	1.01232321901612	0.656	0.349	0.307	1.24389876062699e-47	4.01592714868424e-43
Gm28905	10	1.00486719298952	0.832	0.635	0.197	5.61783948416275e-47	1.81371947746194e-42
Cdh2	10	1.00297663164638	0.939	0.786	0.153	8.35270714742624e-64	2.69667150254656e-59
Nrp2	10	0.996923924198979	0.581	0.132	0.449	2.01763694563799e-110	6.51394087899225e-106
Arhgap6	10	0.995948109614495	0.473	0.15	0.323	1.27409381757011e-55	4.11341189002511e-51
Carmil1	10	0.982575475029168	0.645	0.291	0.354	9.31550896985554e-60	3.00751207091786e-55
A830018L16Rik	10	0.978942715719428	0.351	0.046	0.305	2.17435567651225e-109	7.01990730161981e-105
Plxna4	10	0.967882441101631	0.925	0.784	0.141	3.55439926704319e-62	1.14753780336489e-57
Trank1	10	0.964462688769545	0.595	0.209	0.386	8.42341607323683e-68	2.71949987924451e-63
Dpp10	10	0.963541305998283	0.986	0.872	0.114	6.53764100238826e-59	2.11067739762105e-54
Elmod1	10	0.957221757848245	0.652	0.334	0.318	5.21964183374531e-52	1.68516136602467e-47
Gm12239	10	0.921985237301545	0.323	0.031	0.292	9.79299189888955e-133	3.16166743455649e-128
Fstl4	10	0.909557065224418	0.724	0.47	0.254	1.0099415549856e-38	3.26059631027102e-34
Glra2	10	0.909455622492553	0.563	0.239	0.324	1.23289407795048e-49	3.98039853066312e-45
Dlk1	10	0.899701594531911	0.387	0.027	0.36	7.157554347491e-205	2.31081642108747e-200
Slc6a1	10	0.899231911673815	0.588	0.24	0.348	7.55983141009432e-57	2.44069157074895e-52
Ptprz1	10	0.896304667547089	0.781	0.508	0.273	5.626700444279e-41	1.81658023843547e-36
Ripor2	10	0.892546150465899	0.477	0.094	0.383	2.38159970177549e-101	7.68899463718218e-97
Arhgap24	10	0.891909777891397	0.792	0.617	0.175	6.77126319836398e-39	2.18610232359181e-34
Rskr	10	0.889791417938787	0.412	0.046	0.366	8.93095293460797e-150	2.88335815493818e-145
Hs6st2	10	0.885006212425688	0.462	0.081	0.381	4.55914814721257e-110	1.47192097932758e-105
Srrm4	10	0.87833293635386	0.71	0.421	0.289	7.17512006894566e-41	2.31648751425911e-36
Enox1	10	0.875368984258096	0.738	0.476	0.262	3.9343749642392e-40	1.27021295720463e-35
Gm32647	10	0.873180659081293	0.391	0.166	0.225	1.34526572492768e-26	4.34319039292902e-22
Khdrbs3	10	0.869988061830846	0.781	0.627	0.154	3.89791260772071e-37	1.25844108540263e-32
Pdcd7	10	0.86892047857123	0.778	0.567	0.211	1.72804697010596e-40	5.5789996429871e-36
4930517O19Rik	10	0.86408592959881	0.606	0.354	0.252	2.49517974417626e-32	8.05568780407305e-28
Tcerg1l	10	0.852951450277559	0.448	0.079	0.369	1.65999755983587e-102	5.35930212193012e-98
6330576A10Rik	10	0.847092062620685	0.362	0.028	0.334	9.05704992414572e-172	2.92406856801044e-167
