gene	cluster	avg_log2FC	pct.1	pct.2	pct_diff	p_val	p_val_adj
Nell1	10	0.6235183159911	0.244	0.064	0.18	4.95353891948362e-24	1.59925004015529e-19
A330015K06Rik	10	0.621567229308099	0.323	0.108	0.215	1.04438626910599e-24	3.37180106980869e-20
Gm45341	10	0.619519391545285	0.452	0.291	0.161	4.80753305924232e-13	1.55211204817638e-08
Gm21798	10	0.616629673853182	0.523	0.221	0.302	3.33546678903537e-28	1.07685545284007e-23
Oprm1	10	0.616258280579957	0.384	0.175	0.209	1.80369935155193e-18	5.8232433564854e-14
Sdc2	10	0.613553260526195	0.656	0.536	0.12	1.72027597456077e-14	5.55391098386945e-10
Fhod3	10	0.609172332334047	0.67	0.52	0.15	8.22584971313445e-19	2.65571557988546e-14
Slc24a3	10	0.603180318799571	0.871	0.751	0.12	1.1399044603084e-24	3.68018155010566e-20
Gabbr2	10	0.602145275834004	0.839	0.724	0.115	2.40696532791027e-24	7.77088756115831e-20
Cdh4	10	0.599567513173883	0.398	0.166	0.232	3.09197053902087e-22	9.98242688522889e-18
Ccnd2	10	0.599378589046137	0.283	0.044	0.239	9.53956462793823e-45	3.07984844012986e-40
Csmd2	10	0.597395360093807	0.882	0.75	0.132	2.70732030110912e-24	8.7405835921308e-20
Insyn2b	10	0.59572650102887	0.373	0.115	0.258	2.50349764115083e-31	8.08254213445546e-27
Gm37459	10	0.594148144102307	0.323	0.102	0.221	6.03223811684607e-27	1.94750807602375e-22
Pvt1	10	0.592501255876742	0.315	0.082	0.233	7.05506633550934e-33	2.27772816641919e-28
Mtus2	10	0.591643282121503	0.796	0.659	0.137	1.25268659332889e-20	4.04429866656232e-16
Prkd1	10	0.587607319044829	0.487	0.337	0.15	1.14433399779866e-11	3.69448231189298e-07
Tcerg1l	10	0.584062790119232	0.448	0.185	0.263	4.47164039338712e-25	1.44366910100503e-20
Nrp2	10	0.583007304915995	0.581	0.344	0.237	2.65826796496204e-22	8.58221812487994e-18
Sidt1	10	0.581814341776097	0.502	0.299	0.203	1.29261362660398e-16	4.17320309349093e-12
Spats2l	10	0.57959840526178	0.584	0.402	0.182	1.60967411734767e-16	5.19683288785697e-12
Edil3	10	0.576224567007071	0.799	0.536	0.263	2.22007473240225e-22	7.16751127356066e-18
Trank1	10	0.574921698268112	0.595	0.422	0.173	1.38738622542632e-16	4.47917642878888e-12
Htr4	10	0.570382090287033	0.369	0.129	0.24	1.31841019881349e-25	4.25648732686937e-21
Gm7854	10	0.569936691364349	0.455	0.289	0.166	3.41196269087193e-13	1.101552154748e-08
Nell2	10	0.567063134383763	0.577	0.427	0.15	1.18239463784488e-14	3.81736108828218e-10
9530036O11Rik	10	0.566981599343452	0.33	0.126	0.204	4.85635095912831e-21	1.56787290715457e-16
Gm32828	10	0.560462291178054	0.269	0.093	0.176	1.69473942100075e-18	5.47146622070093e-14
Rcan2	10	0.557525559461082	0.703	0.587	0.116	6.64816575895256e-17	2.14636031527783e-12
Arhgap6	10	0.557090982944986	0.473	0.249	0.224	6.23385303042864e-17	2.01259945087389e-12
Syt4	10	0.55519678324471	0.541	0.392	0.149	2.28901163142915e-14	7.39007405206901e-10
8030451O07Rik	10	0.549433735786269	0.588	0.451	0.137	1.00685107583016e-12	3.25061869831768e-08
Sema5b	10	0.54935181650832	0.373	0.196	0.177	2.32839700974197e-14	7.51722974595196e-10
Zfhx3	10	0.546478852247096	0.746	0.558	0.188	2.91270576094992e-15	9.40367054922682e-11
Ubap1l	10	0.543676525103119	0.495	0.3	0.195	5.66217468902738e-17	1.82803309835249e-12
Dgkz	10	0.540225904263643	0.502	0.304	0.198	1.0209154206062e-17	3.29602543542711e-13
Gsg1l	10	0.539642877223746	0.477	0.315	0.162	8.41857594222812e-14	2.71793724294835e-09
Calb2	10	0.533399404473285	0.391	0.184	0.207	4.52639323224469e-18	1.4613460550302e-13
Tle4	10	0.532172710899943	0.86	0.759	0.101	4.47576002423657e-20	1.44499912382478e-15
Adamts3	10	0.53145321190452	0.301	0.094	0.207	1.7520307840414e-24	5.65643138627767e-20
Mkx	10	0.529491860104668	0.226	0.042	0.184	9.11552072895421e-31	2.94294586734287e-26
Adamts18	10	0.528808197213146	0.294	0.077	0.217	5.2762108459755e-30	1.70342467162319e-25
Vsnl1	10	0.52865142988755	0.695	0.563	0.132	4.02399061673497e-14	1.29914537061289e-09
Aifm3	10	0.523637505606708	0.355	0.168	0.187	8.60329160261883e-17	2.77757269390549e-12
Ror2	10	0.522038897620177	0.237	0.066	0.171	8.16348487207227e-22	2.63558109094853e-17
Tiam1	10	0.514213687766221	0.358	0.127	0.231	4.17293941580243e-25	1.34723349039181e-20
Plpp4	10	0.512688960025843	0.247	0.077	0.17	5.025538087457e-20	1.62249497153549e-15
Plxnc1	10	0.511479862023796	0.308	0.101	0.207	3.41677223396808e-24	1.10310491573659e-19
Limch1	10	0.510450672971212	0.667	0.554	0.113	1.11828888979124e-12	3.61039568069102e-08
9130410C08Rik	10	0.505488159824715	0.287	0.071	0.216	1.19474184069474e-29	3.85722403268297e-25
Mob3b	10	0.504661364412688	0.265	0.119	0.146	3.34395843588469e-13	1.07959698102537e-08
Glra3	10	0.503336631963705	0.373	0.168	0.205	1.47438327366597e-16	4.76004639903059e-12
Epb41l4a	10	0.502161398486594	0.534	0.434	0.1	1.75057858923816e-09	5.6517429753554e-05
Pcdh15	9	3.20255090075734	0.952	0.181	0.771	1.33442934358142e-242	4.30820513575261e-238
Gm15398	9	2.08703613289792	0.758	0.079	0.679	9.69304345048376e-206	3.12939907798868e-201
Sorcs1	9	1.8359478334146	0.964	0.559	0.405	1.24562122665385e-131	4.02148813025197e-127
Edil3	9	1.56324001286398	0.94	0.474	0.466	7.67141568235075e-132	2.47671655304694e-127
Rmst	9	1.52619632311231	0.995	0.631	0.364	1.11260358687103e-128	3.59204068021311e-124
Cdh8	9	1.47960421762095	0.978	0.741	0.237	1.82575147049186e-134	5.89443862248296e-130
Col18a1	9	1.46642629088278	0.636	0.103	0.533	6.8798557302292e-139	2.2211614225045e-134
Cntn4	9	1.4660645137926	0.952	0.654	0.298	3.24185496072833e-98	1.04663287407114e-93
Lrp1b	9	1.45938659462178	0.971	0.587	0.384	5.02380756414942e-103	1.62193627208564e-98
Grik1	9	1.44583222991105	0.986	0.715	0.271	4.11503531489136e-105	1.32853915141268e-100
Sdk1	9	1.44515970782112	0.825	0.365	0.46	7.8719345145648e-87	2.54145405802724e-82
A330008L17Rik	9	1.43668327897773	0.718	0.345	0.373	7.83831690108742e-73	2.53060061151607e-68
Erbb4	9	1.41427497738201	0.876	0.463	0.413	4.21450304310873e-83	1.36065230746765e-78
Cdh20	9	1.36737202357363	0.823	0.254	0.569	2.53575268321729e-112	8.18667753776701e-108
Dpp10	9	1.36306769336084	0.995	0.832	0.163	1.21967843339423e-111	3.93773182221328e-107
Tafa1	9	1.34105935288441	0.866	0.273	0.593	1.25449539423235e-102	4.05013838027915e-98
Zfhx3	9	1.34075109268657	0.883	0.504	0.379	2.77028499593925e-95	8.94386510938987e-91
Chrm3	9	1.2914541226151	0.696	0.251	0.445	3.19329456498452e-77	1.03095515030525e-72
Gm32647	9	1.25602974452147	0.498	0.119	0.379	9.74591495720798e-72	3.1464686439346e-67
Caln1	9	1.24589988582152	0.866	0.371	0.495	7.96049359673188e-97	2.57004535770489e-92
Scg2	9	1.22904401089589	0.689	0.25	0.439	2.37236443042757e-89	7.65917856363541e-85
Hs3st5	9	1.22277875144537	0.895	0.611	0.284	3.98433576350697e-78	1.28634280124823e-73
Fat3	9	1.21936531649131	0.983	0.831	0.152	6.55215341503827e-113	2.1153627300451e-108
Gm15680	9	1.18020023531319	0.656	0.255	0.401	1.64647897675649e-73	5.31565737645833e-69
Astn2	9	1.16946729762153	0.907	0.745	0.162	8.71402973411764e-63	2.81332449965988e-58
Adcy8	9	1.16483858110063	0.749	0.218	0.531	1.9742914502983e-107	6.37399994728807e-103
Gm20754	9	1.13538657112607	0.739	0.227	0.512	3.88713907389658e-89	1.25496285000751e-84
Sgcz	9	1.10668801843323	0.955	0.569	0.386	1.00276814204511e-69	3.23743694659262e-65
Tenm1	9	1.10419142440912	0.952	0.744	0.208	1.87855928075499e-86	6.0649286379175e-82
Tmem163	9	1.08318240209541	0.744	0.284	0.46	2.09922942926824e-76	6.7773622123925e-72
Gm30382	9	1.07434690193098	0.639	0.165	0.474	1.06452185548138e-93	3.43680881042165e-89
Gpc6	9	1.04785492583096	0.952	0.817	0.135	2.57516517761043e-60	8.31392077591528e-56
Arpp21	9	1.03811477623143	0.569	0.113	0.456	3.14190728072967e-96	1.01436476558357e-91
Frmd5	9	1.0319980881458	0.962	0.721	0.241	5.5703433413739e-82	1.79838534776256e-77
Adgrl2	9	1.00431131051655	0.689	0.227	0.462	2.36174575433465e-83	7.62489616786943e-79
Plcb1	9	0.999980847850617	0.95	0.572	0.378	9.85377158356463e-76	3.18129015575384e-71
Rgs6	9	0.997105415251655	0.548	0.204	0.344	6.89437278350254e-49	2.22584825315379e-44
Reln	9	0.979710928883988	0.507	0.119	0.388	6.19810754317386e-79	2.00105902031368e-74
Unc13c	9	0.974545447272965	0.787	0.308	0.479	4.72299894279545e-73	1.52482020868151e-68
Gm21798	9	0.960789083094955	0.605	0.172	0.433	2.49227555743508e-77	8.04631163717915e-73
Oxr1	9	0.937302626015681	0.859	0.658	0.201	1.98064928347698e-52	6.39452621170544e-48
Elmo1	9	0.929140723391616	0.737	0.408	0.329	4.43521738788221e-54	1.43190993367777e-49
Cdh13	9	0.917942955703472	0.957	0.534	0.423	2.1675285282395e-73	6.99786585342122e-69
Fut9	9	0.909799447679711	0.78	0.478	0.302	3.95259404864083e-55	1.27609498860369e-50
Glra3	9	0.890558839748121	0.548	0.102	0.446	1.4210600159633e-94	4.58789226153753e-90
Asic2	9	0.889487174892211	0.99	0.867	0.123	6.14325679284633e-54	1.98335045557044e-49
Tcerg1l	9	0.887930698150484	0.557	0.132	0.425	5.42092707277228e-81	1.75014630544453e-76
Nova1	9	0.865922189324591	0.835	0.496	0.339	4.53058115317382e-61	1.46269812530217e-56
Cntn6	9	0.831979146767165	0.859	0.605	0.254	9.24403535255917e-56	2.98443681357373e-51
Csmd1	9	0.825172412490247	0.998	0.797	0.201	4.28295443581774e-58	1.38275183960376e-53
Spock3	9	0.816680722359781	0.885	0.644	0.241	5.00015462561224e-52	1.61429992087891e-47
Gm49171	9	0.804619010570827	0.469	0.209	0.26	2.26377530022634e-34	7.30859855678074e-30
Vsnl1	9	0.802018854021401	0.806	0.521	0.285	9.17027373890607e-53	2.96062287660582e-48
Specc1	9	0.797368134663961	0.84	0.533	0.307	3.93308916724021e-55	1.2697978376435e-50
Prickle1	9	0.788963300016132	0.921	0.69	0.231	2.5831600073605e-61	8.33973208376338e-57
Epha4	9	0.765729675855304	0.502	0.175	0.327	1.47813244646706e-51	4.7721506034189e-47
Adcy2	9	0.763020590072672	0.603	0.235	0.368	2.6799547161508e-47	8.65223380109284e-43
Car10	9	0.760395834251664	0.976	0.827	0.149	1.57351025700021e-47	5.08007786472519e-43
Auts2	9	0.759272271489139	0.612	0.461	0.151	4.05784894388251e-17	1.31007653153247e-12
Kcnj3	9	0.755681974338691	0.799	0.469	0.33	1.52813610740816e-47	4.93358742276723e-43
Pdzrn4	9	0.754433518005401	0.959	0.723	0.236	8.20535502184052e-52	2.64909886880121e-47
Rgs17	9	0.751028708087922	0.813	0.517	0.296	3.21807457566969e-48	1.03895537675496e-43
4930509J09Rik	9	0.749540387926759	0.562	0.148	0.414	8.63746180012553e-67	2.78860454217053e-62
Camk1d	9	0.744965490043947	0.83	0.599	0.231	1.702385633311e-46	5.49615201714456e-42
Tanc1	9	0.724683858437707	0.555	0.242	0.313	1.85991112342709e-45	6.00472306198437e-41
Klhl29	9	0.704841781067093	0.825	0.657	0.168	1.71370027964284e-32	5.53268135282691e-28
Ndst4	9	0.703410360260423	0.562	0.231	0.331	7.69809486544278e-43	2.4853299273082e-38
Nos1	9	0.702209550451839	0.5	0.187	0.313	2.59109744003172e-47	8.3653580851424e-43
Pcsk5	9	0.697461900426531	0.634	0.364	0.27	2.41772708552814e-34	7.80563189562759e-30
Eda	9	0.679354765267214	0.572	0.283	0.289	8.7780505940007e-34	2.83399363427313e-29
Gpc5	9	0.678169203403282	0.445	0.207	0.238	1.94836175413319e-24	6.290285923219e-20
Csmd2	9	0.675405574114808	0.921	0.727	0.194	1.25202032745661e-50	4.04214762719368e-46
Mir124-2hg	9	0.672208322742816	0.486	0.163	0.323	2.55556124427328e-50	8.2506294771363e-46
Rasgef1b	9	0.670215463533852	0.577	0.36	0.217	3.33586678085594e-24	1.07698459019934e-19
Slc24a3	9	0.666717987704527	0.88	0.738	0.142	7.05983372687491e-37	2.27926731872157e-32
B230217J21Rik	9	0.65179927748596	0.553	0.233	0.32	6.53442309348806e-39	2.10963849573262e-34
Pcdh11x	9	0.645303225989479	0.833	0.68	0.153	1.39480319714865e-23	4.50312212199441e-19
Gm46102	9	0.641062275264746	0.301	0.067	0.234	4.33559287662308e-43	1.39974616021776e-38
Tox3	9	0.63780765103171	0.577	0.301	0.276	9.39450531677324e-35	3.03301604152024e-30
Spats2l	9	0.637240629051304	0.615	0.378	0.237	1.51349698371534e-28	4.88632501192498e-24
Oprm1	9	0.633716402340275	0.45	0.138	0.312	1.64765523741295e-46	5.31945493398772e-42
Mtus2	9	0.632655913974976	0.833	0.636	0.197	7.85449099625874e-35	2.53582241814214e-30
Atp6v0c	9	0.630957106615401	0.806	0.678	0.128	1.3227147204693e-25	4.27038447503514e-21
Lemd1	9	0.622507783887369	0.395	0.089	0.306	1.58127192318646e-54	5.10513640400749e-50
Nyap2	9	0.62129565259739	0.914	0.807	0.107	4.52382227715871e-39	1.46051602218069e-34
Ldb2	9	0.620024485900549	0.318	0.081	0.237	1.59601856920355e-38	5.15274595067366e-34
Rcan2	9	0.619823643101538	0.77	0.559	0.211	5.8270832405922e-32	1.88127382422519e-27
Gm32442	9	0.614945656203856	0.371	0.141	0.23	7.91275223433672e-32	2.55463205885561e-27
Nos1ap	9	0.604735213269621	0.67	0.448	0.222	5.0262513259781e-28	1.62272524059203e-23
Tafa5	9	0.604455222563819	0.816	0.689	0.127	1.01969707672935e-29	3.2920920122207e-25
Htr4	9	0.592287129148557	0.392	0.101	0.291	1.28845290082942e-47	4.15977019032779e-43
Samd4	9	0.586036451765571	0.727	0.545	0.182	6.4591741812573e-26	2.08534438441892e-21
Ano3	9	0.584642906790465	0.402	0.138	0.264	1.33076912518067e-37	4.2963881206458e-33
Khdrbs3	9	0.575143139018171	0.837	0.671	0.166	1.64635058216459e-29	5.31524285451839e-25
Gabra3	9	0.571972966889661	0.658	0.415	0.243	1.85665947334984e-29	5.99422510970996e-25
Dock10	9	0.562853224480342	0.801	0.616	0.185	2.49390022208729e-25	8.05155686700881e-21
Kcnip1	9	0.55853660245635	0.411	0.112	0.299	6.69221947499478e-48	2.16058305750207e-43
Gm32828	9	0.55456936305913	0.275	0.076	0.199	1.21169189692238e-29	3.9119472892139e-25
Atp10a	9	0.55271938662518	0.395	0.199	0.196	9.25762252655406e-22	2.98882343269798e-17
Prkcb	9	0.550253743032523	0.782	0.548	0.234	6.55182582462282e-32	2.11525696747948e-27
Pdcd7	9	0.549823426946505	0.778	0.574	0.204	1.25095383667578e-31	4.03870446170775e-27
Gpr137c	9	0.547886958659784	0.703	0.551	0.152	1.37891876135068e-19	4.45183922102068e-15
Nwd2	9	0.54784346071736	0.615	0.408	0.207	2.41319598081593e-20	7.79100322406423e-16
Prkca	9	0.546351509674149	0.658	0.493	0.165	1.74363536547641e-18	5.62932677744059e-14
Megf11	9	0.545375119145614	0.608	0.401	0.207	1.616725484097e-22	5.21959822540715e-18
Rasgrf1	9	0.54502842461601	0.933	0.824	0.109	9.52233491871288e-32	3.07428582850645e-27
Rskr	9	0.541040325829541	0.39	0.113	0.277	1.56453408283957e-40	5.05109828644755e-36
Vwc2	9	0.540605567988334	0.677	0.472	0.205	1.6061331173656e-21	5.18540076941485e-17
Fam189a1	9	0.535664450302873	0.457	0.219	0.238	5.83856134782284e-25	1.8849795311446e-20
Tln2	9	0.532796889215618	0.593	0.402	0.191	1.72091060064672e-22	5.55595987418794e-18
Slc6a1	9	0.529319322844229	0.567	0.28	0.287	1.29744182975723e-32	4.18879094737123e-28
Mef2c	9	0.528305333461001	0.701	0.469	0.232	4.17111536470646e-23	1.34664459549548e-18
Kctd16	9	0.526549069785401	0.627	0.289	0.338	1.01280952793427e-31	3.2698555609358e-27
Wls	9	0.526050607240631	0.44	0.204	0.236	1.84660961088477e-26	5.96177912874148e-22
Limch1	9	0.523969952733672	0.732	0.526	0.206	2.18654694377154e-24	7.05926680796641e-20
Gabra5	9	0.520182273681977	0.474	0.225	0.249	1.52520636470698e-29	4.92412874845649e-25
Scn1a	9	0.516928589148396	0.825	0.713	0.112	4.94890917250664e-27	1.59775532634377e-22
Myo5b	9	0.511284693417084	0.258	0.02	0.238	5.36222850968801e-64	1.73119547435277e-59
Cdh4	9	0.510619455430545	0.404	0.144	0.26	3.41478349885815e-33	1.10246285260635e-28
Tnr	9	0.506923090420353	0.557	0.283	0.274	1.25345880798598e-27	4.04679176158274e-23
Sphkap	2	1.42608239917197	0.885	0.353	0.532	4.18651027334999e-82	1.35161484175105e-77
Gm29683	2	1.4144898946107	0.914	0.229	0.685	3.76001445444901e-120	1.21392066661886e-115
Egfem1	2	1.33436358558983	0.974	0.682	0.292	2.32125791234252e-56	7.49418116999782e-52
Il1rapl2	2	1.26088273829985	0.387	0.151	0.236	1.42116119329945e-22	4.58821891256729e-18
Sox2ot	2	1.18542242944453	0.97	0.771	0.199	4.9686467650837e-56	1.60412760810727e-51
Gm38505	2	1.02452946648031	0.825	0.352	0.473	5.61504395387467e-58	1.81281694050844e-53
Epha6	2	0.99313664741393	0.952	0.677	0.275	6.6035134081926e-49	2.13194430383498e-44
Col25a1	2	0.98844305339492	0.587	0.265	0.322	1.01162119703391e-29	3.26601903462397e-25
Nxph1	2	0.897505296900223	0.963	0.814	0.149	8.94954224684008e-41	2.88935971439232e-36
Cntn3	2	0.845518149981041	0.9	0.599	0.301	1.23205837621456e-29	3.9777004676087e-25
Pbx3	2	0.839295848901841	0.84	0.454	0.386	1.92341483366519e-39	6.20974479048807e-35
Cpne4	2	0.838471005780959	0.981	0.801	0.18	2.87576011914251e-45	9.28439154465159e-41
Chn2	2	0.81002502107679	0.584	0.119	0.465	7.44570639645876e-77	2.40384631009671e-72
Pcdh11x	2	0.797704546330986	0.914	0.68	0.234	1.30953494900931e-32	4.22783358287656e-28
Sim1	2	0.792312707308675	0.271	0.003	0.268	2.33460175674737e-97	7.53726177165888e-93
A2m	2	0.765948092732642	0.349	0.111	0.238	2.07421918263531e-24	6.69661663113808e-20
Ptprk	2	0.750438160420413	0.989	0.766	0.223	6.47186726616832e-33	2.08944234688244e-28
Kif26b	2	0.73398926513583	0.941	0.554	0.387	4.66632324271849e-43	1.50652245891167e-38
Dach2	2	0.725628771938001	0.81	0.504	0.306	4.88047843772822e-27	1.57566246362056e-22
Prkce	2	0.72461901005655	0.97	0.728	0.242	5.96186579821368e-45	1.92478837295329e-40
Trhde	2	0.724163664856412	0.684	0.291	0.393	5.2806462948486e-35	1.70485665629187e-30
Tafa2	2	0.720196249301348	0.87	0.571	0.299	1.96629132394515e-29	6.34817153935692e-25
Tcf4	2	0.718627261616738	0.941	0.725	0.216	3.9475445282265e-25	1.27446475093793e-20
Parm1	2	0.713069138046953	0.918	0.509	0.409	2.45568965564011e-35	7.92819405323411e-31
Cadps2	2	0.695774991023439	0.636	0.28	0.356	1.7623586314076e-29	5.68977484149945e-25
B130024G19Rik	2	0.691512983895054	0.602	0.112	0.49	8.15236816689225e-83	2.63199206268116e-78
